idRegistro;idUsuario;idEmpresa;tipo_operacion;fecha;hora_local;direccion_ip;dispositivo;plataforma;ubicacion;fecha_edicion;usuario_edicion;ip_edicion;descripcion;manual
3121430;197256;24878;0;"2025-02-26 13:04:55";"2025-02-26 13:04:55";92.56.5.48;Ordenador;"Chrome 133";;;;;;0
3121431;197256;24878;1;"2025-02-26 13:05:09";"2025-02-26 13:05:09";92.56.5.48;Ordenador;"Chrome 133";;;;;;0
3356008;204022;24878;0;"2025-05-20 09:00:00";"2025-05-20 09:00:00";31.4.225.103;true;"Safari 18";;;;;;1
3356009;204022;24878;2;"2025-05-20 14:00:00";"2025-05-20 14:00:00";31.4.225.103;true;"Safari 18";;;;;;1
3356010;204022;24878;3;"2025-05-20 15:00:00";"2025-05-20 15:00:00";31.4.225.103;true;"Safari 18";;;;;;1
3356011;204022;24878;1;"2025-05-20 20:00:00";"2025-05-20 20:00:00";31.4.225.103;true;"Safari 18";;;;;;1
3356027;203131;24878;0;"2025-05-20 09:00:00";"2025-05-20 09:00:00";90.173.187.34;Ordenador;"Chrome 136";"Lat:41.3597696 / Long:2.1364736";;;;;1
3356028;203131;24878;2;"2025-05-20 14:00:00";"2025-05-20 14:00:00";90.173.187.34;Ordenador;"Chrome 136";"Lat:41.3597696 / Long:2.1364736";;;;;1
3356029;203131;24878;3;"2025-05-20 15:00:00";"2025-05-20 15:00:00";90.173.187.34;Ordenador;"Chrome 136";"Lat:41.3597696 / Long:2.1364736";;;;;1
3356030;203131;24878;1;"2025-05-20 20:00:00";"2025-05-20 20:00:00";90.173.187.34;Ordenador;"Chrome 136";"Lat:41.3597696 / Long:2.1364736";;;;;1
3360553;203131;24878;0;"2025-05-21 09:00:00";"2025-05-21 09:00:00";90.173.187.34;Ordenador;"Chrome 136";"Lat:41.3663232 / Long:2.1331968";;;;;1
3360554;203131;24878;2;"2025-05-21 14:00:00";"2025-05-21 14:00:00";90.173.187.34;Ordenador;"Chrome 136";"Lat:41.3663232 / Long:2.1331968";;;;;1
3360555;203131;24878;3;"2025-05-21 15:00:00";"2025-05-21 15:00:00";90.173.187.34;Ordenador;"Chrome 136";"Lat:41.3663232 / Long:2.1331968";;;;;1
3360556;203131;24878;1;"2025-05-21 20:00:00";"2025-05-21 20:00:00";90.173.187.34;Ordenador;"Chrome 136";"Lat:41.3663232 / Long:2.1331968";;;;;1
3365320;204022;24878;0;"2025-05-22 09:00:00";"2025-05-22 09:00:00";47.60.48.57;true;"Safari 18";;;;;;1
3365321;204022;24878;2;"2025-05-22 14:00:00";"2025-05-22 14:00:00";47.60.48.57;true;"Safari 18";;;;;;1
3365322;204022;24878;3;"2025-05-22 15:00:00";"2025-05-22 15:00:00";47.60.48.57;true;"Safari 18";;;;;;1
3365323;204022;24878;1;"2025-05-22 20:00:00";"2025-05-22 20:00:00";47.60.48.57;true;"Safari 18";;;;;;1
3365406;204068;24878;0;"2025-05-21 15:00:00";"2025-05-21 15:00:00";90.160.207.47;true;"Safari 604";;;;;;1
3365407;204068;24878;2;"2025-05-21 18:00:00";"2025-05-21 18:00:00";90.160.207.47;true;"Safari 604";;;;;;1
3365408;204068;24878;3;"2025-05-21 18:20:00";"2025-05-21 18:20:00";90.160.207.47;true;"Safari 604";;;;;;1
3365409;204068;24878;1;"2025-05-21 20:00:00";"2025-05-21 20:00:00";90.160.207.47;true;"Safari 604";;;;;;1
3365690;203131;24878;0;"2025-05-22 09:00:00";"2025-05-22 09:00:00";90.173.187.34;Ordenador;"Chrome 136";"Lat:41.353216 / Long:2.1331968";;;;;1
3365691;203131;24878;1;"2025-05-22 14:00:00";"2025-05-22 14:00:00";90.173.187.34;Ordenador;"Chrome 136";"Lat:41.353216 / Long:2.1331968";;;;;1
3368745;204068;24878;0;"2025-05-22 09:00:00";"2025-05-22 09:00:00";90.173.187.34;Ordenador;"Chrome 136";"Lat:41.353216 / Long:2.1331968";;;;;1
3368746;204068;24878;2;"2025-05-22 14:00:00";"2025-05-22 14:00:00";90.173.187.34;Ordenador;"Chrome 136";"Lat:41.353216 / Long:2.1331968";;;;;1
3368747;204068;24878;3;"2025-05-22 15:00:00";"2025-05-22 15:00:00";90.173.187.34;Ordenador;"Chrome 136";"Lat:41.353216 / Long:2.1331968";;;;;1
3368748;204068;24878;1;"2025-05-22 20:00:00";"2025-05-22 20:00:00";90.173.187.34;Ordenador;"Chrome 136";"Lat:41.353216 / Long:2.1331968";;;;;1
3372214;203131;24878;0;"2025-05-23 15:00:00";"2025-05-23 15:00:00";90.173.187.34;Ordenador;"Chrome 136";"Lat:41.3597696 / Long:2.1397504";;;;;1
3372215;203131;24878;1;"2025-05-23 20:00:00";"2025-05-23 20:00:00";90.173.187.34;Ordenador;"Chrome 136";"Lat:41.3597696 / Long:2.1397504";;;;;1
3373868;203131;24878;0;"2025-05-26 09:00:00";"2025-05-26 09:00:00";90.173.187.34;Ordenador;"Chrome 136";"Lat:41.3597696 / Long:2.1430272";;;;26/05/2025;1
3373869;203131;24878;2;"2025-05-26 14:00:00";"2025-05-26 14:00:00";90.173.187.34;Ordenador;"Chrome 136";"Lat:41.3597696 / Long:2.1430272";;;;26/05/2025;1
3373870;203131;24878;3;"2025-05-26 15:00:00";"2025-05-26 15:00:00";90.173.187.34;Ordenador;"Chrome 136";"Lat:41.3597696 / Long:2.1430272";;;;26/05/2025;1
3373871;203131;24878;1;"2025-05-26 20:00:00";"2025-05-26 20:00:00";90.173.187.34;Ordenador;"Chrome 136";"Lat:41.3597696 / Long:2.1430272";;;;26/05/2025;1
3374208;204068;24878;0;"2025-05-26 09:00:00";"2025-05-26 09:00:00";90.167.94.248;true;"Safari 604";;;;;"26 de mayo 2025";1
3374209;204068;24878;1;"2025-05-26 14:00:00";"2025-05-26 14:00:00";90.167.94.248;true;"Safari 604";;;;;"26 de mayo 2025";1
3377269;204022;24878;0;"2025-05-26 15:00:00";"2025-05-26 15:00:00";90.173.187.34;true;"Safari 18";;;;;"Jornada tarde";1
3377270;204022;24878;2;"2025-05-26 19:50:00";"2025-05-26 19:50:00";90.173.187.34;true;"Safari 18";;;;;"Jornada tarde";1
3377271;204022;24878;3;"2025-05-26 19:55:00";"2025-05-26 19:55:00";90.173.187.34;true;"Safari 18";;;;;"Jornada tarde";1
3377272;204022;24878;1;"2025-05-26 20:00:00";"2025-05-26 20:00:00";90.173.187.34;true;"Safari 18";;;;;"Jornada tarde";1
3378400;204022;24878;0;"2025-05-27 09:00:00";"2025-05-27 09:00:00";90.173.187.34;Ordenador;"Chrome 128";;;;;-;1
3378401;204022;24878;2;"2025-05-27 14:00:00";"2025-05-27 14:00:00";90.173.187.34;Ordenador;"Chrome 128";;;;;-;1
3378402;204022;24878;3;"2025-05-27 15:00:00";"2025-05-27 15:00:00";90.173.187.34;Ordenador;"Chrome 128";;;;;-;1
3378403;204022;24878;1;"2025-05-27 20:00:00";"2025-05-27 20:00:00";90.173.187.34;Ordenador;"Chrome 128";;;;;-;1
3378553;203131;24878;0;"2025-05-27 09:00:00";"2025-05-27 09:00:00";90.173.187.34;Ordenador;"Chrome 136";"Lat:41.3602183 / Long:2.1380787";;;;"martes mañana";1
3378554;203131;24878;1;"2025-05-27 14:00:00";"2025-05-27 14:00:00";90.173.187.34;Ordenador;"Chrome 136";"Lat:41.3602183 / Long:2.1380787";;;;"martes mañana";1
3382194;204068;24878;0;"2025-05-27 15:00:00";"2025-05-27 15:00:00";92.56.13.171;true;"Safari 604";;;;;"27 de mayo 2025";1
3382195;204068;24878;1;"2025-05-27 20:00:00";"2025-05-27 20:00:00";92.56.13.171;true;"Safari 604";;;;;"27 de mayo 2025";1
3382941;203131;24878;0;"2025-05-28 09:00:00";"2025-05-28 09:00:00";90.173.187.34;Ordenador;"Chrome 136";"Lat:41.3602208 / Long:2.1380771";;;;28/05/2025;1
3382942;203131;24878;2;"2025-05-28 14:00:00";"2025-05-28 14:00:00";90.173.187.34;Ordenador;"Chrome 136";"Lat:41.3602208 / Long:2.1380771";;;;28/05/2025;1
3382943;203131;24878;3;"2025-05-28 15:00:00";"2025-05-28 15:00:00";90.173.187.34;Ordenador;"Chrome 136";"Lat:41.3602208 / Long:2.1380771";;;;28/05/2025;1
3382944;203131;24878;1;"2025-05-28 20:00:00";"2025-05-28 20:00:00";90.173.187.34;Ordenador;"Chrome 136";"Lat:41.3602208 / Long:2.1380771";;;;28/05/2025;1
3385692;204068;24878;0;"2025-05-28 15:00:00";"2025-05-28 15:00:00";90.167.86.188;true;"Safari 604";;;;;"28 de mayo del 2025";1
3385693;204068;24878;1;"2025-05-28 20:00:00";"2025-05-28 20:00:00";90.167.86.188;true;"Safari 604";;;;;"28 de mayo del 2025";1
3387308;203131;24878;0;"2025-05-29 09:00:00";"2025-05-29 09:00:00";90.173.187.34;Ordenador;"Chrome 136";"Lat:41.3602246 / Long:2.1380763";;;;"jueves 29/05/2025 mañana";1
3387309;203131;24878;1;"2025-05-29 14:00:00";"2025-05-29 14:00:00";90.173.187.34;Ordenador;"Chrome 136";"Lat:41.3602246 / Long:2.1380763";;;;"jueves 29/05/2025 mañana";1
3389471;204068;24878;0;"2025-05-29 09:00:00";"2025-05-29 09:00:00";90.173.187.34;Ordenador;"Chrome 136";"Lat: / Long:";;;;"29 de mayo del 2025";1
3389472;204068;24878;2;"2025-05-29 14:00:00";"2025-05-29 14:00:00";90.173.187.34;Ordenador;"Chrome 136";"Lat: / Long:";;;;"29 de mayo del 2025";1
3389473;204068;24878;3;"2025-05-29 15:00:00";"2025-05-29 15:00:00";90.173.187.34;Ordenador;"Chrome 136";"Lat: / Long:";;;;"29 de mayo del 2025";1
3389474;204068;24878;1;"2025-05-29 20:00:00";"2025-05-29 20:00:00";90.173.187.34;Ordenador;"Chrome 136";"Lat: / Long:";;;;"29 de mayo del 2025";1
3390890;204022;24878;0;"2025-05-29 15:00:00";"2025-05-29 15:00:00";77.209.28.13;true;"Safari 18";;;;;-;1
3390891;204022;24878;2;"2025-05-29 19:50:00";"2025-05-29 19:50:00";77.209.28.13;true;"Safari 18";;;;;-;1
3390892;204022;24878;3;"2025-05-29 19:55:00";"2025-05-29 19:55:00";77.209.28.13;true;"Safari 18";;;;;-;1
3390894;204022;24878;1;"2025-05-29 20:00:00";"2025-05-29 20:00:00";77.209.28.13;true;"Safari 18";;;;;-;1
3391904;203131;24878;0;"2025-05-30 09:00:00";"2025-05-30 09:00:00";90.173.187.34;Ordenador;"Chrome 136";"Lat:41.3602159 / Long:2.138087";;;;30/05/2025;1
3391905;203131;24878;2;"2025-05-30 14:00:00";"2025-05-30 14:00:00";90.173.187.34;Ordenador;"Chrome 136";"Lat:41.3602159 / Long:2.138087";;;;30/05/2025;1
3391906;203131;24878;3;"2025-05-30 15:00:00";"2025-05-30 15:00:00";90.173.187.34;Ordenador;"Chrome 136";"Lat:41.3602159 / Long:2.138087";;;;30/05/2025;1
3391907;203131;24878;1;"2025-05-30 20:00:00";"2025-05-30 20:00:00";90.173.187.34;Ordenador;"Chrome 136";"Lat:41.3602159 / Long:2.138087";;;;30/05/2025;1
3395458;204068;24878;0;"2025-06-02 09:00:00";"2025-06-02 09:00:00";90.173.187.34;Ordenador;"Chrome 136";;;;;"2 de junio del 2025";1
3395459;204068;24878;1;"2025-06-02 14:00:00";"2025-06-02 14:00:00";90.173.187.34;Ordenador;"Chrome 136";;;;;"2 de junio del 2025";1
3395500;203131;24878;0;"2025-06-02 09:00:00";"2025-06-02 09:00:00";90.173.187.34;Ordenador;"Chrome 136";"Lat:41.353216 / Long:2.12992";;;;2/06/2025;1
3395501;203131;24878;2;"2025-06-02 14:00:00";"2025-06-02 14:00:00";90.173.187.34;Ordenador;"Chrome 136";"Lat:41.353216 / Long:2.12992";;;;2/06/2025;1
3395502;203131;24878;3;"2025-06-02 15:00:00";"2025-06-02 15:00:00";90.173.187.34;Ordenador;"Chrome 136";"Lat:41.353216 / Long:2.12992";;;;2/06/2025;1
3395503;203131;24878;1;"2025-06-02 20:00:00";"2025-06-02 20:00:00";90.173.187.34;Ordenador;"Chrome 136";"Lat:41.353216 / Long:2.12992";;;;2/06/2025;1
3399449;203131;24878;0;"2025-06-03 09:00:00";"2025-06-03 09:00:00";90.173.187.34;Ordenador;"Chrome 136";"Lat:41.353216 / Long:2.12992";;;;"solo mañana";1
3399450;203131;24878;1;"2025-06-03 14:00:00";"2025-06-03 14:00:00";90.173.187.34;Ordenador;"Chrome 136";"Lat:41.353216 / Long:2.12992";;;;"solo mañana";1
3403991;204068;24878;0;"2025-06-03 15:00:00";"2025-06-03 15:00:00";90.167.94.60;true;"Safari 604";;;;;"3 de junio del 2025";1
3403992;204068;24878;1;"2025-06-03 20:00:00";"2025-06-03 20:00:00";90.167.94.60;true;"Safari 604";;;;;"3 de junio del 2025";1
3404374;203131;24878;0;"2025-06-04 09:00:00";"2025-06-04 09:00:00";90.173.187.34;Ordenador;"Chrome 137";"Lat:41.353216 / Long:2.12992";;;;04/06/25;1
3404375;203131;24878;2;"2025-06-04 14:00:00";"2025-06-04 14:00:00";90.173.187.34;Ordenador;"Chrome 137";"Lat:41.353216 / Long:2.12992";;;;04/06/25;1
3404376;203131;24878;3;"2025-06-04 15:00:00";"2025-06-04 15:00:00";90.173.187.34;Ordenador;"Chrome 137";"Lat:41.353216 / Long:2.12992";;;;04/06/25;1
3404377;203131;24878;1;"2025-06-04 20:00:00";"2025-06-04 20:00:00";90.173.187.34;Ordenador;"Chrome 137";"Lat:41.353216 / Long:2.12992";;;;04/06/25;1
3407243;204068;24878;0;"2025-06-04 15:00:00";"2025-06-04 15:00:00";90.173.187.34;Ordenador;"Chrome 137";;;;;"4 de Junio del 2025";1
3407244;204068;24878;1;"2025-06-04 20:00:00";"2025-06-04 20:00:00";90.173.187.34;Ordenador;"Chrome 137";;;;;"4 de Junio del 2025";1
3409054;203131;24878;0;"2025-06-05 09:00:00";"2025-06-05 09:00:00";90.173.187.34;Ordenador;"Chrome 137";"Lat:41.353216 / Long:2.12992";;;;"solo mañana";1
3409055;203131;24878;1;"2025-06-05 14:00:00";"2025-06-05 14:00:00";90.173.187.34;Ordenador;"Chrome 137";"Lat:41.353216 / Long:2.12992";;;;"solo mañana";1
3409148;204068;24878;0;"2025-06-05 09:00:00";"2025-06-05 09:00:00";90.173.187.34;Ordenador;"Chrome 137";;;;;"5 de junio del 2025";1
3409149;204068;24878;2;"2025-06-05 14:00:00";"2025-06-05 14:00:00";90.173.187.34;Ordenador;"Chrome 137";;;;;"5 de junio del 2025";1
3409150;204068;24878;3;"2025-06-05 15:00:00";"2025-06-05 15:00:00";90.173.187.34;Ordenador;"Chrome 137";;;;;"5 de junio del 2025";1
3409151;204068;24878;1;"2025-06-05 20:00:00";"2025-06-05 20:00:00";90.173.187.34;Ordenador;"Chrome 137";;;;;"5 de junio del 2025";1
3413592;203131;24878;0;"2025-06-06 09:00:00";"2025-06-06 09:00:00";90.173.187.34;Ordenador;"Chrome 137";"Lat:41.353216 / Long:2.1364736";;;;"todo el dia";1
3413593;203131;24878;2;"2025-06-06 14:00:00";"2025-06-06 14:00:00";90.173.187.34;Ordenador;"Chrome 137";"Lat:41.353216 / Long:2.1364736";;;;"todo el dia";1
3413594;203131;24878;3;"2025-06-06 15:00:00";"2025-06-06 15:00:00";90.173.187.34;Ordenador;"Chrome 137";"Lat:41.353216 / Long:2.1364736";;;;"todo el dia";1
3413595;203131;24878;1;"2025-06-06 20:00:00";"2025-06-06 20:00:00";90.173.187.34;Ordenador;"Chrome 137";"Lat:41.353216 / Long:2.1364736";;;;"todo el dia";1
3421321;204022;24878;0;"2025-06-10 09:00:00";"2025-06-10 09:00:00";90.173.187.34;true;"Safari 18";;;;;-;1
3421322;204022;24878;2;"2025-06-10 14:00:00";"2025-06-10 14:00:00";90.173.187.34;true;"Safari 18";;;;;-;1
3421323;204022;24878;3;"2025-06-10 15:00:00";"2025-06-10 15:00:00";90.173.187.34;true;"Safari 18";;;;;-;1
3421324;204022;24878;1;"2025-06-10 20:00:00";"2025-06-10 20:00:00";90.173.187.34;true;"Safari 18";;;;;-;1
3423111;204068;24878;0;"2025-06-10 15:00:00";"2025-06-10 15:00:00";90.173.187.34;Ordenador;"Chrome 137";;;;;"10 de Junio del 2025";1
3423112;204068;24878;1;"2025-06-10 20:00:00";"2025-06-10 20:00:00";90.173.187.34;Ordenador;"Chrome 137";;;;;"10 de Junio del 2025";1
3425620;203131;24878;0;"2025-06-11 09:00:00";"2025-06-11 09:00:00";90.173.187.34;Ordenador;"Chrome 137";"Lat:41.3602152 / Long:2.1380647";;;;"todo el dia";1
3425621;203131;24878;2;"2025-06-11 14:00:00";"2025-06-11 14:00:00";90.173.187.34;Ordenador;"Chrome 137";"Lat:41.3602152 / Long:2.1380647";;;;"todo el dia";1
3425622;203131;24878;3;"2025-06-11 15:00:00";"2025-06-11 15:00:00";90.173.187.34;Ordenador;"Chrome 137";"Lat:41.3602152 / Long:2.1380647";;;;"todo el dia";1
3425623;203131;24878;1;"2025-06-11 20:00:00";"2025-06-11 20:00:00";90.173.187.34;Ordenador;"Chrome 137";"Lat:41.3602152 / Long:2.1380647";;;;"todo el dia";1
3428027;204068;24878;0;"2025-06-11 15:00:00";"2025-06-11 15:00:00";90.173.187.34;Ordenador;"Chrome 137";;;;;"11 de Junio del 2025";1
3428028;204068;24878;1;"2025-06-11 20:00:00";"2025-06-11 20:00:00";90.173.187.34;Ordenador;"Chrome 137";;;;;"11 de Junio del 2025";1
3430043;203131;24878;0;"2025-06-12 09:00:00";"2025-06-12 09:00:00";90.173.187.34;Ordenador;"Chrome 137";"Lat:41.3602316 / Long:2.1380836";;;;"solo mañana";1
3430044;203131;24878;1;"2025-06-12 14:00:00";"2025-06-12 14:00:00";90.173.187.34;Ordenador;"Chrome 137";"Lat:41.3602316 / Long:2.1380836";;;;"solo mañana";1
3430224;204068;24878;0;"2025-06-12 09:00:00";"2025-06-12 09:00:00";90.173.187.34;Ordenador;"Chrome 137";;;;;"12 de Junio del 2025";1
3430225;204068;24878;2;"2025-06-12 14:00:00";"2025-06-12 14:00:00";90.173.187.34;Ordenador;"Chrome 137";;;;;"12 de Junio del 2025";1
3430226;204068;24878;3;"2025-06-12 15:00:00";"2025-06-12 15:00:00";90.173.187.34;Ordenador;"Chrome 137";;;;;"12 de Junio del 2025";1
3430227;204068;24878;1;"2025-06-12 20:00:00";"2025-06-12 20:00:00";90.173.187.34;Ordenador;"Chrome 137";;;;;"12 de Junio del 2025";1
3434751;203131;24878;0;"2025-06-13 09:00:00";"2025-06-13 09:00:00";90.173.187.34;Ordenador;"Chrome 137";"Lat:41.353216 / Long:2.1364736";;;;"todo el dia";1
3434752;203131;24878;2;"2025-06-13 14:00:00";"2025-06-13 14:00:00";90.173.187.34;Ordenador;"Chrome 137";"Lat:41.353216 / Long:2.1364736";;;;"todo el dia";1
3434753;203131;24878;3;"2025-06-13 15:00:00";"2025-06-13 15:00:00";90.173.187.34;Ordenador;"Chrome 137";"Lat:41.353216 / Long:2.1364736";;;;"todo el dia";1
3434754;203131;24878;1;"2025-06-13 20:00:00";"2025-06-13 20:00:00";90.173.187.34;Ordenador;"Chrome 137";"Lat:41.353216 / Long:2.1364736";;;;"todo el dia";1
3434913;204022;24878;0;"2025-06-12 15:00:00";"2025-06-12 15:00:00";90.173.187.34;true;"Safari 18";;;;;-;1
3434914;204022;24878;2;"2025-06-12 19:50:00";"2025-06-12 19:50:00";90.173.187.34;true;"Safari 18";;;;;-;1
3434915;204022;24878;3;"2025-06-12 19:55:00";"2025-06-12 19:55:00";90.173.187.34;true;"Safari 18";;;;;-;1
3434916;204022;24878;1;"2025-06-12 20:00:00";"2025-06-12 20:00:00";90.173.187.34;true;"Safari 18";;;;;-;1
3434923;204022;24878;0;"2025-06-13 09:00:00";"2025-06-13 09:00:00";90.173.187.34;true;"Safari 18";;;;;-;1
3434924;204022;24878;2;"2025-06-13 14:00:00";"2025-06-13 14:00:00";90.173.187.34;true;"Safari 18";;;;;-;1
3434925;204022;24878;3;"2025-06-13 15:00:00";"2025-06-13 15:00:00";90.173.187.34;true;"Safari 18";;;;;-;1
3434926;204022;24878;1;"2025-06-13 20:00:00";"2025-06-13 20:00:00";90.173.187.34;true;"Safari 18";;;;;-;1
3438240;204068;24878;0;"2025-06-16 09:00:00";"2025-06-16 09:00:00";90.173.187.34;Ordenador;"Chrome 137";;;;;"16 de Junio del 2025";1
3438241;204068;24878;1;"2025-06-16 14:00:00";"2025-06-16 14:00:00";90.173.187.34;Ordenador;"Chrome 137";;;;;"16 de Junio del 2025";1
3438323;203131;24878;0;"2025-06-16 09:00:00";"2025-06-16 09:00:00";90.173.187.34;Ordenador;"Chrome 137";"Lat: / Long:";;;;"todo el dia";1
3438324;203131;24878;2;"2025-06-16 14:00:00";"2025-06-16 14:00:00";90.173.187.34;Ordenador;"Chrome 137";"Lat: / Long:";;;;"todo el dia";1
3438325;203131;24878;3;"2025-06-16 15:00:00";"2025-06-16 15:00:00";90.173.187.34;Ordenador;"Chrome 137";"Lat: / Long:";;;;"todo el dia";1
3438326;203131;24878;1;"2025-06-16 20:00:00";"2025-06-16 20:00:00";90.173.187.34;Ordenador;"Chrome 137";"Lat: / Long:";;;;"todo el dia";1
3442678;203131;24878;0;"2025-06-17 09:00:00";"2025-06-17 09:00:00";90.173.187.34;Ordenador;"Chrome 137";"Lat:41.3602286 / Long:2.1380877";;;;"solo mañana";1
3442679;203131;24878;1;"2025-06-17 14:00:00";"2025-06-17 14:00:00";90.173.187.34;Ordenador;"Chrome 137";"Lat:41.3602286 / Long:2.1380877";;;;"solo mañana";1
3444832;204068;24878;0;"2025-06-17 15:00:00";"2025-06-17 15:00:00";90.173.187.34;Ordenador;"Chrome 137";;;;;"17 de junio del 2025";1
3444833;204068;24878;1;"2025-06-17 20:00:00";"2025-06-17 20:00:00";90.173.187.34;Ordenador;"Chrome 137";;;;;"17 de junio del 2025";1
3445475;204022;24878;0;"2025-06-16 15:00:00";"2025-06-16 15:00:00";90.173.187.34;true;"Safari 18";;;;;-;1
3445476;204022;24878;2;"2025-06-16 19:50:00";"2025-06-16 19:50:00";90.173.187.34;true;"Safari 18";;;;;-;1
3445477;204022;24878;3;"2025-06-16 19:55:00";"2025-06-16 19:55:00";90.173.187.34;true;"Safari 18";;;;;-;1
3445478;204022;24878;1;"2025-06-16 20:00:00";"2025-06-16 20:00:00";90.173.187.34;true;"Safari 18";;;;;-;1
3445480;204022;24878;0;"2025-06-17 09:00:00";"2025-06-17 09:00:00";90.173.187.34;true;"Safari 18";;;;;-;1
3445481;204022;24878;2;"2025-06-17 14:00:00";"2025-06-17 14:00:00";90.173.187.34;true;"Safari 18";;;;;-;1
3445482;204022;24878;3;"2025-06-17 15:00:00";"2025-06-17 15:00:00";90.173.187.34;true;"Safari 18";;;;;-;1
3445483;204022;24878;1;"2025-06-17 20:00:00";"2025-06-17 20:00:00";90.173.187.34;true;"Safari 18";;;;;-;1
3447344;203131;24878;0;"2025-06-18 09:00:00";"2025-06-18 09:00:00";90.173.187.34;Ordenador;"Chrome 137";"Lat:41.3602163 / Long:2.1380747";;;;"TODO EL DIA";1
3447345;203131;24878;2;"2025-06-18 14:00:00";"2025-06-18 14:00:00";90.173.187.34;Ordenador;"Chrome 137";"Lat:41.3602163 / Long:2.1380747";;;;"TODO EL DIA";1
3447346;203131;24878;3;"2025-06-18 15:00:00";"2025-06-18 15:00:00";90.173.187.34;Ordenador;"Chrome 137";"Lat:41.3602163 / Long:2.1380747";;;;"TODO EL DIA";1
3447347;203131;24878;1;"2025-06-18 20:00:00";"2025-06-18 20:00:00";90.173.187.34;Ordenador;"Chrome 137";"Lat:41.3602163 / Long:2.1380747";;;;"TODO EL DIA";1
3450447;204068;24878;0;"2025-06-18 15:00:00";"2025-06-18 15:00:00";90.173.187.34;Ordenador;"Chrome 137";;;;;"18 de Junio del 2025";1
3450448;204068;24878;1;"2025-06-18 20:00:00";"2025-06-18 20:00:00";90.173.187.34;Ordenador;"Chrome 137";;;;;"18 de Junio del 2025";1
3451961;204068;24878;0;"2025-06-19 09:00:00";"2025-06-19 09:00:00";90.173.187.34;Ordenador;"Chrome 137";;;;;"19 de Junio del 2025";1
3451962;204068;24878;2;"2025-06-19 14:00:00";"2025-06-19 14:00:00";90.173.187.34;Ordenador;"Chrome 137";;;;;"19 de Junio del 2025";1
3451963;204068;24878;3;"2025-06-19 15:00:00";"2025-06-19 15:00:00";90.173.187.34;Ordenador;"Chrome 137";;;;;"19 de Junio del 2025";1
3451964;204068;24878;1;"2025-06-19 20:00:00";"2025-06-19 20:00:00";90.173.187.34;Ordenador;"Chrome 137";;;;;"19 de Junio del 2025";1
3451987;203131;24878;0;"2025-06-19 09:00:00";"2025-06-19 09:00:00";90.173.187.34;Ordenador;"Chrome 137";"Lat:41.3602131 / Long:2.1380902";;;;"SOLO MAÑANA";1
3451988;203131;24878;1;"2025-06-19 14:00:00";"2025-06-19 14:00:00";90.173.187.34;Ordenador;"Chrome 137";"Lat:41.3602131 / Long:2.1380902";;;;"SOLO MAÑANA";1
3453757;204022;24878;0;"2025-06-19 15:00:00";"2025-06-19 15:00:00";90.173.187.34;Ordenador;"Chrome 137";"Lat:41.3602187 / Long:2.1380684";;;;-;1
3453758;204022;24878;2;"2025-06-19 19:50:00";"2025-06-19 19:50:00";90.173.187.34;Ordenador;"Chrome 137";"Lat:41.3602187 / Long:2.1380684";;;;-;1
3453759;204022;24878;3;"2025-06-19 19:55:00";"2025-06-19 19:55:00";90.173.187.34;Ordenador;"Chrome 137";"Lat:41.3602187 / Long:2.1380684";;;;-;1
3453760;204022;24878;1;"2025-06-19 20:00:00";"2025-06-19 20:00:00";90.173.187.34;Ordenador;"Chrome 137";"Lat:41.3602187 / Long:2.1380684";;;;-;1
3456169;203131;24878;0;"2025-06-20 09:00:00";"2025-06-20 09:00:00";90.173.187.34;Ordenador;"Chrome 137";"Lat:41.3601958 / Long:2.1381007";;;;"todo el dia";1
3456170;203131;24878;2;"2025-06-20 14:00:00";"2025-06-20 14:00:00";90.173.187.34;Ordenador;"Chrome 137";"Lat:41.3601958 / Long:2.1381007";;;;"todo el dia";1
3456171;203131;24878;3;"2025-06-20 15:00:00";"2025-06-20 15:00:00";90.173.187.34;Ordenador;"Chrome 137";"Lat:41.3601958 / Long:2.1381007";;;;"todo el dia";1
3456172;203131;24878;1;"2025-06-20 20:00:00";"2025-06-20 20:00:00";90.173.187.34;Ordenador;"Chrome 137";"Lat:41.3601958 / Long:2.1381007";;;;"todo el dia";1
3459547;203131;24878;0;"2025-06-23 09:00:00";"2025-06-23 09:00:00";90.173.187.34;Ordenador;"Chrome 137";"Lat:41.3602262 / Long:2.1380834";;;;"todo el dia";1
3459548;203131;24878;2;"2025-06-23 14:00:00";"2025-06-23 14:00:00";90.173.187.34;Ordenador;"Chrome 137";"Lat:41.3602262 / Long:2.1380834";;;;"todo el dia";1
3459549;203131;24878;3;"2025-06-23 15:00:00";"2025-06-23 15:00:00";90.173.187.34;Ordenador;"Chrome 137";"Lat:41.3602262 / Long:2.1380834";;;;"todo el dia";1
3459550;203131;24878;1;"2025-06-23 20:00:00";"2025-06-23 20:00:00";90.173.187.34;Ordenador;"Chrome 137";"Lat:41.3602262 / Long:2.1380834";;;;"todo el dia";1
3459972;204068;24878;0;"2025-06-23 09:00:00";"2025-06-23 09:00:00";90.160.5.100;true;"Safari 604";;;;;"23 de Junio del 2025";1
3459973;204068;24878;1;"2025-06-23 14:00:00";"2025-06-23 14:00:00";90.160.5.100;true;"Safari 604";;;;;"23 de Junio del 2025";1
3461303;204022;24878;0;"2025-06-23 15:00:00";"2025-06-23 15:00:00";90.173.187.34;Ordenador;"Chrome 137";;;;;-;1
